Data,Último,Abertura,Máxima,Mínima,Vol.,Var%
02.01.2018,77.891,76.403,77.909,76.403,2970000.0,1.95
28.12.2017,76.402,76.077,76.437,76.077,2150000.0,0.43
27.12.2017,76.073,75.708,76.293,75.708,1850000.0,0.48
26.12.2017,75.708,75.187,75.837,74.924,1630000.0,0.69
22.12.2017,75.187,75.128,75.227,74.623,1970000.0,0.07
21.12.2017,75.133,73.367,75.133,73.265,3150000.0,2.41
20.12.2017,73.367,72.68,73.492,72.68,2290000.0,0.95
19.12.2017,72.68,73.122,73.139,72.347,2420000.0,-0.59
18.12.2017,73.115,72.621,73.519,72.621,3300000.0,0.7
15.12.2017,72.608,72.428,73.069,72.277,4800000.0,0.25
14.12.2017,72.429,72.913,72.913,71.969,3600000.0,-0.67
13.12.2017,72.914,73.827,74.622,72.569,4630000.0,-1.22
12.12.2017,73.814,72.8,73.814,71.798,3050000.0,1.39
11.12.2017,72.8,72.775,73.361,72.498,2530000.0,0.09
08.12.2017,72.732,72.489,73.425,72.489,3180000.0,0.34
07.12.2017,72.487,73.268,73.268,71.356,3360000.0,-1.07
06.12.2017,73.268,72.535,73.418,71.906,3200000.0,1.0
05.12.2017,72.546,73.09,74.166,72.319,3000000.0,-0.74
04.12.2017,73.09,72.266,73.749,72.266,3130000.0,1.14
01.12.2017,72.264,71.955,72.472,71.488,3100000.0,0.41
30.11.2017,71.971,72.7,72.7,71.215,5510000.0,-1.0
29.11.2017,72.7,74.146,74.515,72.7,3750000.0,-1.94
28.11.2017,74.14,74.06,74.989,74.056,3120000.0,0.11
27.11.2017,74.059,74.157,74.157,73.159,2900000.0,-0.13
24.11.2017,74.157,74.503,74.542,74.093,2590000.0,-0.44
23.11.2017,74.487,74.519,74.578,73.851,1600000.0,-0.04
22.11.2017,74.519,74.611,75.019,74.242,3520000.0,-0.1
21.11.2017,74.595,73.439,75.073,73.439,3650000.0,1.58
17.11.2017,73.437,72.512,73.632,72.39,2830000.0,1.28
16.11.2017,72.512,70.827,72.896,70.827,3440000.0,2.38
14.11.2017,70.827,72.442,72.838,70.825,4490000.0,-2.27
13.11.2017,72.475,72.167,72.735,71.776,2870000.0,0.43
10.11.2017,72.166,72.932,73.019,71.92,3240000.0,-1.05
09.11.2017,72.931,74.363,74.363,72.795,3410000.0,-1.93
08.11.2017,74.363,72.468,74.481,72.468,3510000.0,2.69
07.11.2017,72.415,74.306,74.306,72.386,5040000.0,-2.55
06.11.2017,74.311,73.911,74.445,73.83,3400000.0,0.54
03.11.2017,73.915,73.834,74.254,73.094,4520000.0,0.12
01.11.2017,73.824,74.31,75.199,73.823,3780000.0,-0.65
31.10.2017,74.308,74.798,75.142,74.145,3660000.0,-0.66
30.10.2017,74.8,75.973,75.973,74.305,3930000.0,-1.55
27.10.2017,75.976,75.898,76.617,75.601,3540000.0,0.11
26.10.2017,75.896,76.671,77.061,75.813,2990000.0,-1.01
25.10.2017,76.671,76.35,76.883,75.404,3050000.0,0.42
24.10.2017,76.35,75.426,76.42,75.426,3140000.0,1.24
23.10.2017,75.413,76.398,76.498,75.315,2710000.0,-1.28
20.10.2017,76.391,76.291,76.971,76.291,2730000.0,0.14
19.10.2017,76.283,76.591,76.591,75.366,2590000.0,-0.4
18.10.2017,76.591,76.211,76.73,76.012,3250000.0,0.51
17.10.2017,76.201,76.892,76.892,76.046,2860000.0,-0.9
16.10.2017,76.892,76.985,77.382,76.565,3170000.0,-0.13
13.10.2017,76.99,76.659,77.319,76.659,3300000.0,0.43
11.10.2017,76.66,76.91,76.985,76.323,3900000.0,-0.31
10.10.2017,76.897,75.745,76.996,75.745,3600000.0,1.55
09.10.2017,75.727,76.055,76.067,75.181,2410000.0,-0.43
06.10.2017,76.055,76.618,76.618,75.603,3090000.0,-0.73
05.10.2017,76.618,76.592,78.024,76.592,4240000.0,0.04
04.10.2017,76.591,76.763,77.004,76.422,3220000.0,-0.22
03.10.2017,76.763,74.363,76.763,74.363,3930000.0,3.23
02.10.2017,74.36,74.295,74.506,73.845,2590000.0,0.09
29.09.2017,74.294,73.571,74.518,73.571,3220000.0,0.99
28.09.2017,73.567,73.808,74.011,73.277,3180000.0,-0.31
27.09.2017,73.797,74.358,74.744,73.125,3910000.0,-0.7
26.09.2017,74.319,74.443,74.971,74.319,3680000.0,-0.17
25.09.2017,74.443,75.381,75.47,74.303,3480000.0,-1.26
22.09.2017,75.39,75.618,75.734,75.029,2890000.0,-0.28
21.09.2017,75.604,76.014,76.251,75.282,3330000.0,-0.53
20.09.2017,76.004,75.974,76.42,75.074,4010000.0,0.04
19.09.2017,75.974,75.99,76.071,75.3,3120000.0,-0.02
18.09.2017,75.99,75.758,76.404,75.621,3540000.0,0.31
15.09.2017,75.757,74.656,75.82,74.648,4970000.0,1.47
14.09.2017,74.657,74.787,74.949,74.397,3310000.0,-0.18
13.09.2017,74.788,74.543,75.146,74.196,3330000.0,0.33
12.09.2017,74.539,74.322,75.332,74.294,3700000.0,0.3
11.09.2017,74.319,73.096,74.636,73.096,3380000.0,1.7
08.09.2017,73.079,73.413,73.646,72.925,3210000.0,-0.45
06.09.2017,73.412,72.157,73.608,72.157,4370000.0,1.75
05.09.2017,72.151,72.134,73.18,71.827,4360000.0,0.03
04.09.2017,72.129,71.921,72.141,71.671,2060000.0,0.29
01.09.2017,71.923,70.848,72.217,70.846,4010000.0,1.54
31.08.2017,70.835,70.887,71.234,70.516,4380000.0,-0.07
30.08.2017,70.886,71.328,71.454,70.755,2750000.0,-0.62
29.08.2017,71.33,71.005,71.33,70.517,2350000.0,0.44
28.08.2017,71.017,71.074,71.39,70.909,2260000.0,-0.08
25.08.2017,71.074,71.138,71.506,70.801,2490000.0,-0.08
24.08.2017,71.133,70.482,71.238,70.482,3210000.0,0.93
23.08.2017,70.478,70.011,70.587,69.947,3450000.0,0.67
22.08.2017,70.011,68.645,70.278,68.645,4030000.0000000005,2.0
21.08.2017,68.635,68.713,69.068,68.514,2720000.0,-0.12
18.08.2017,68.715,67.99,68.808,67.979,3570000.0,1.09
17.08.2017,67.977,68.596,68.596,67.866,2740000.0,-0.9
16.08.2017,68.594,68.356,68.95,68.304,3870000.0,0.35
15.08.2017,68.355,68.296,68.846,68.293,2840000.0,0.1
14.08.2017,68.285,67.364,68.642,67.226,2910000.0,1.37
11.08.2017,67.359,66.992,67.623,66.678,2980000.0,0.55
10.08.2017,66.992,67.671,67.671,66.65,2910000.0,-1.0
09.08.2017,67.671,67.894,67.894,67.29,2560000.0,-0.34
08.08.2017,67.899,67.936,68.5,67.671,3240000.0,-0.06
07.08.2017,67.94,66.898,68.043,66.887,3090000.0,1.56
04.08.2017,66.898,66.783,67.104,66.525,2440000.0,0.18
03.08.2017,66.777,67.136,67.256,66.705,2810000.0,-0.53
02.08.2017,67.136,66.504,67.277,66.305,3830000.0,0.93
01.08.2017,66.516,65.925,66.606,65.925,2850000.0,0.9
31.07.2017,65.92,65.503,66.048,65.503,2650000.0,0.65
28.07.2017,65.497,65.253,65.497,64.953,2850000.0,0.34
27.07.2017,65.277,65.013,65.678,65.013,2560000.0,0.41
26.07.2017,65.011,65.668,65.873,64.992,3030000.0,-1.0
25.07.2017,65.668,65.101,65.749,65.101,2820000.0,0.87
24.07.2017,65.1,64.695,65.104,64.678,1970000.0,0.64
21.07.2017,64.684,64.936,65.15,64.599,2210000.0,-0.39
20.07.2017,64.938,65.178,65.505,64.898,2340000.0,-0.37
19.07.2017,65.18,65.337,65.604,64.874,2700000.0,-0.24
18.07.2017,65.338,65.208,65.338,64.943,2280000.0,0.19
17.07.2017,65.212,65.431,65.478,65.119,2330000.0,-0.34
14.07.2017,65.436,65.178,65.624,65.178,2800000.0,0.4
13.07.2017,65.178,64.854,65.302,64.854,3220000.0,0.53
12.07.2017,64.836,63.84,64.938,63.827,4240000.0,1.57
11.07.2017,63.832,63.027,63.891,62.908,2650000.0,1.28
10.07.2017,63.025,62.322,63.135,62.322,2290000.0,1.13
07.07.2017,62.322,62.474,62.926,62.035,2980000.0,-0.24
06.07.2017,62.47,63.156,63.188,62.354,3130000.0,-1.08
05.07.2017,63.154,63.215,63.485,62.708,3270000.0,-0.12
04.07.2017,63.232,63.268,63.346,63.076,980070.0,-0.08
03.07.2017,63.28,62.901,63.338,62.901,2150000.0,0.6
30.06.2017,62.9,62.238,63.038,62.238,2770000.0,1.06
29.06.2017,62.239,62.01,62.499,61.689,3010000.0,0.36
28.06.2017,62.018,61.684,62.057,61.433,2800000.0,0.56
27.06.2017,61.675,62.188,62.424,61.58,3380000.0,-0.82
26.06.2017,62.188,61.088,62.251,61.088,2680000.0,1.8
23.06.2017,61.087,61.272,61.4,60.992,2920000.0,-0.3
22.06.2017,61.272,60.762,61.354,60.758,3160000.0,0.84
21.06.2017,60.762,60.783,61.188,60.544,3380000.0,-0.01
20.06.2017,60.766,62.011,62.011,60.766,4080000.0,-2.01
19.06.2017,62.014,61.62,62.272,61.62,2840000.0,0.63
16.06.2017,61.626,61.911,61.921,61.269,5250000.0,-0.48
14.06.2017,61.923,61.831,62.475,61.508,4460000.0,0.15
13.06.2017,61.829,61.708,62.012,61.51,2550000.0,0.21
12.06.2017,61.7,62.219,62.286,61.279,3120000.0,-0.82
09.06.2017,62.211,62.755,63.066,62.095,3200000.0,-0.87
08.06.2017,62.756,63.171,63.171,62.376,2790000.0,-0.66
07.06.2017,63.171,62.955,63.637,62.912,2980000.0,0.34
06.06.2017,62.955,62.45,63.302,62.426,3090000.0,0.81
05.06.2017,62.45,62.503,62.8,62.01,2500000.0,-0.1
02.06.2017,62.511,62.289,62.773,62.161,2960000.0,0.36
01.06.2017,62.289,62.711,63.293,62.165,3470000.0,-0.67
31.05.2017,62.711,63.961,63.984,62.673,4680000.0,-1.96
30.05.2017,63.962,63.765,64.107,63.72,2300000.0,0.32
29.05.2017,63.761,64.055,64.055,63.531,1700000.0,-0.51
26.05.2017,64.085,63.228,64.17,63.228,3970000.0,1.36
25.05.2017,63.227,63.256,63.991,62.762,4120000.0,-0.05
24.05.2017,63.257,62.673,64.016,62.673,4310000.0,0.95
23.05.2017,62.662,61.67,62.775,61.67,4900000.0,1.6
22.05.2017,61.673,62.638,62.638,60.925,6000000.0,-1.54
19.05.2017,62.639,61.597,63.488,61.597,6310000.0,1.69
18.05.2017,61.597,67.536,67.536,60.315,11390000.0,-8.8
17.05.2017,67.54,68.674,68.674,67.163,3420000.0,-1.67
16.05.2017,68.684,68.473,68.792,68.124,3790000.0,0.31
15.05.2017,68.474,68.227,68.593,68.081,3390000.0,0.37
12.05.2017,68.222,67.536,68.429,67.536,3940000.0,1.01
11.05.2017,67.538,67.355,67.709,67.191,2960000.0,0.28
10.05.2017,67.35,66.284,67.528,66.284,3270000.0,1.62
09.05.2017,66.278,65.533,66.536,65.533,2760000.0,1.15
08.05.2017,65.526,65.705,66.015,65.295,2340000.0,-0.28
05.05.2017,65.71,64.869,65.768,64.863,2850000.0,1.31
04.05.2017,64.863,66.069,66.099,64.721,3900000.0,-1.86
03.05.2017,66.094,66.72,66.758,65.898,3550000.0,-0.94
02.05.2017,66.722,65.404,66.851,65.404,3610000.0,2.02
28.04.2017,65.403,64.679,65.403,64.592,3070000.0,1.12
27.04.2017,64.677,64.872,65.327,64.292,3210000.0,-0.29
26.04.2017,64.862,65.144,65.436,64.679,3320000.0,-0.44
25.04.2017,65.148,64.384,65.148,63.875,3130000.0,1.18
24.04.2017,64.389,63.761,64.754,63.761,3290000.0,0.98
20.04.2017,63.761,63.406,64.163,63.388,2990000.0,0.56
19.04.2017,63.407,64.165,64.572,63.219,3160000.0,-1.17
18.04.2017,64.159,64.336,64.591,63.717,3240000.0,-0.27
17.04.2017,64.335,62.828,64.424,62.828,3250000.0,2.4
13.04.2017,62.826,63.891,63.992,62.826,3310000.0,-1.67
12.04.2017,63.892,64.362,64.456,63.814,4390000.0,-0.73
11.04.2017,64.36,64.65,64.872,63.351,3280000.0,-0.45
10.04.2017,64.65,64.593,64.928,64.115,3080000.0,0.09
07.04.2017,64.593,64.202,65.197,64.016,2940000.0,0.58
06.04.2017,64.223,64.775,64.921,63.762,2960000.0,-0.85
05.04.2017,64.775,65.77,66.211,64.493,3070000.0,-1.51
04.04.2017,65.769,65.212,65.775,64.99,2150000.0,0.86
03.04.2017,65.211,64.989,65.384,64.774,2950000.0,0.35
31.03.2017,64.984,65.266,65.597,64.859,2700000.0,-0.43
30.03.2017,65.266,65.541,65.775,65.07,2410000.0,-0.4
29.03.2017,65.528,64.636,65.551,64.476,3600000.0,1.37
28.03.2017,64.64,64.308,64.847,64.042,3460000.0,0.52
27.03.2017,64.308,63.829,64.356,63.03,2760000.0,0.71
24.03.2017,63.854,63.554,63.997,63.469,2650000.0,0.51
23.03.2017,63.531,63.521,63.942,62.84,3550000.0,0.02
22.03.2017,63.521,62.98,63.747,62.496,4190000.0000000005,0.86
21.03.2017,62.98,64.884,64.965,62.795,3810000.0,-2.93
20.03.2017,64.884,64.21,65.136,63.672,3730000.0,1.05
17.03.2017,64.21,65.783,66.205,64.152,5370000.0,-2.39
16.03.2017,65.783,66.232,66.554,65.531,2950000.0,-0.68
15.03.2017,66.235,64.702,66.318,64.537,3860000.0,2.37
14.03.2017,64.699,65.511,65.549,64.699,2910000.0,-1.27
13.03.2017,65.534,64.674,65.651,64.674,2230000.0,1.33
10.03.2017,64.675,64.586,65.725,64.472,3540000.0,0.14
09.03.2017,64.585,64.718,65.068,64.203,3620000.0,-0.21
08.03.2017,64.718,65.748,65.81,64.496,3840000.0,-1.56
07.03.2017,65.742,66.343,66.641,65.668,2980000.0,-0.9
06.03.2017,66.341,66.786,66.892,66.119,3440000.0,-0.67
03.03.2017,66.786,65.86,66.801,65.86,2740000.0,1.41
02.03.2017,65.855,67.0,67.035,65.594,3190000.0,-1.69
01.03.2017,66.989,66.661,67.398,66.661,2450000.0,0.49
24.02.2017,66.662,67.458,67.458,66.452,3150000.0,-1.18
23.02.2017,67.461,68.59,69.488,67.279,4099999.9999999995,-1.65
22.02.2017,68.59,69.052,69.052,68.282,3480000.0,-0.67
21.02.2017,69.052,68.536,69.112,68.536,3150000.0,0.76
20.02.2017,68.533,67.756,68.674,67.756,2240000.0,1.16
17.02.2017,67.748,67.814,67.819,67.158,2870000.0,-0.1
16.02.2017,67.814,67.979,68.456,67.661,3660000.0,-0.24
15.02.2017,67.976,66.712,68.016,66.712,4250000.0,1.89
14.02.2017,66.713,66.971,67.11,66.251,3480000.0,-0.38
13.02.2017,66.968,66.125,67.094,66.125,3200000.0,1.27
10.02.2017,66.125,64.965,66.292,64.935,3550000.0,1.79
09.02.2017,64.965,64.85,65.302,64.587,2720000.0,0.2
08.02.2017,64.835,64.2,64.835,63.74,3240000.0,0.99
07.02.2017,64.199,64.022,64.815,63.938,2860000.0,0.32
06.02.2017,63.993,64.957,65.327,63.933,2630000.0,-1.48
03.02.2017,64.954,64.579,65.387,64.264,3590000.0,0.58
02.02.2017,64.578,64.835,65.132,64.163,3050000.0,-0.4
01.02.2017,64.836,64.687,65.594,64.687,3310000.0,0.26
31.01.2017,64.671,64.31,64.901,64.284,2820000.0,0.57
30.01.2017,64.302,66.025,66.025,64.165,2330000.0,-2.62
27.01.2017,66.034,66.195,66.242,65.876,2660000.0,-0.24
26.01.2017,66.191,65.842,66.594,65.842,3600000.0,0.53
24.01.2017,65.84,65.752,66.173,65.615,3970000.0,0.14
23.01.2017,65.749,64.519,65.816,64.5,3050000.0,1.9
20.01.2017,64.521,63.951,64.694,63.951,3520000.0,0.89
19.01.2017,63.951,64.145,64.456,63.574,2960000.0,-0.31
18.01.2017,64.15,64.36,64.68,64.063,3100000.0,-0.32
17.01.2017,64.354,63.827,64.658,63.456,3020000.0,0.82
16.01.2017,63.831,63.652,64.014,63.556,1820000.0,0.28
13.01.2017,63.652,63.94,64.092,63.366,2820000.0,-0.47
12.01.2017,63.954,62.448,64.342,62.448,4680000.0,2.41
11.01.2017,62.446,62.134,62.674,61.665,3240000.0,0.51
10.01.2017,62.132,61.71,62.446,61.71,2700000.0,0.7
09.01.2017,61.7,61.68,62.112,61.307,2560000.0,0.06
06.01.2017,61.665,62.072,62.072,61.396,2450000.0,-0.65
05.01.2017,62.071,61.594,62.409,61.594,3420000.0,0.78
04.01.2017,61.589,61.811,61.94,61.302,2930000.0,-0.36
03.01.2017,61.814,59.631,61.815,59.631,3430000.0,3.73
02.01.2017,59.589,60.227,60.227,59.371,833730.0,-1.06
29.12.2016,60.227,59.782,60.248,59.278,2190000.0,0.74
28.12.2016,59.782,58.688,59.911,58.688,2020000.0,1.85
27.12.2016,58.697,58.627,59.068,58.402,1670000.0,0.13
26.12.2016,58.62,57.941,58.781,57.941,701230.0,1.18
23.12.2016,57.937,57.255,58.143,57.255,2220000.0,1.19
22.12.2016,57.255,57.646,57.646,56.829,2900000.0,-0.68
21.12.2016,57.647,57.583,58.049,57.221,2540000.0,0.11
20.12.2016,57.583,57.116,57.918,57.038,2760000.0,0.83
19.12.2016,57.111,58.39,58.6,57.109,3500000.0,-2.19
16.12.2016,58.389,58.398,59.312,58.365,3800000.0,-0.01
15.12.2016,58.396,58.214,58.635,57.575,3680000.0,0.32
14.12.2016,58.212,59.28,59.338,58.212,3980000.0,-1.8
13.12.2016,59.281,59.178,59.946,58.758,3700000.0,0.17
12.12.2016,59.179,60.517,60.517,59.035,3240000.0,-2.19
09.12.2016,60.501,60.688,61.129,60.316,3440000.0,-0.29
08.12.2016,60.677,61.43,61.936,60.499,3030000.0,-1.2
07.12.2016,61.414,61.111,61.918,61.062,3960000.0,0.53
06.12.2016,61.088,59.828,61.235,59.396,3720000.0,2.1
05.12.2016,59.832,60.322,60.72,59.635,2950000.0,-0.8
02.12.2016,60.316,59.499,60.379,58.092,4480000.0,1.36
01.12.2016,59.507,61.906,61.911,59.058,5520000.0,-3.88
30.11.2016,61.906,60.994,62.59,60.994,4730000.0,1.51
29.11.2016,60.987,62.859,62.859,60.98,3530000.0,-2.97
28.11.2016,62.855,61.559,62.934,61.24,2840000.0,2.11
25.11.2016,61.559,61.394,61.559,60.573,2740000.0,0.27
24.11.2016,61.396,61.999,62.105,61.392,1650000.0,-0.95
23.11.2016,61.986,61.956,62.046,61.234,3600000.0,0.05
22.11.2016,61.954,61.072,62.55,61.072,4110000.0000000005,1.45
21.11.2016,61.07,59.963,61.07,59.963,3630000.0,1.85
18.11.2016,59.962,59.77,60.193,59.327,3570000.0,0.32
17.11.2016,59.77,60.763,61.493,59.746,3640000.0,-1.63
16.11.2016,60.759,59.658,60.915,59.364,4720000.0,1.85
14.11.2016,59.657,59.183,59.961,58.322,5580000.0,0.8
11.11.2016,59.184,61.199,61.626,58.921,7810000.0,-3.3
10.11.2016,61.201,63.261,63.903,60.553,7860000.0,-3.25
09.11.2016,63.258,64.157,64.358,61.794,5800000.0,-1.4
08.11.2016,64.158,64.052,64.767,63.381,3370000.0,0.17
07.11.2016,64.052,61.601,64.193,61.601,3430000.0,3.98
04.11.2016,61.598,61.749,62.699,61.491,4099999.9999999995,-0.25
03.11.2016,61.75,63.325,63.524,61.75,4250000.0,-2.49
01.11.2016,63.326,64.922,65.291,63.019,4640000.0,-2.46
31.10.2016,64.925,64.312,65.054,64.312,3930000.0,0.96
28.10.2016,64.308,64.251,64.728,63.778,3910000.0,0.09
27.10.2016,64.25,63.827,64.609,63.827,3700000.0,0.66
26.10.2016,63.826,63.86,63.924,63.084,4430000.0,-0.06
25.10.2016,63.866,64.059,64.266,63.248,4040000.0,-0.3
24.10.2016,64.06,64.141,64.691,63.914,3780000.0,-0.07
21.10.2016,64.108,63.838,64.372,63.379,3780000.0,0.42
20.10.2016,63.838,63.495,63.927,62.729,3530000.0,0.52
19.10.2016,63.506,63.784,64.089,63.309,3730000.0,-0.43
18.10.2016,63.782,62.701,63.937,62.701,4390000.0,1.73
17.10.2016,62.696,61.768,62.696,61.719,3440000.0,1.5
14.10.2016,61.767,61.12,62.039,61.12,3810000.0,1.06
13.10.2016,61.119,61.02,61.329,60.243,5110000.0,0.16
11.10.2016,61.022,61.668,61.668,60.885,3680000.0,-1.05
10.10.2016,61.668,61.13,61.756,61.13,3030000.0,0.91
07.10.2016,61.109,60.645,61.275,60.479,4370000.0,0.77
06.10.2016,60.644,60.254,60.724,60.07,3620000.0,0.65
05.10.2016,60.254,59.34,60.477,59.34,3480000.0,1.54
04.10.2016,59.339,59.461,59.58,58.892,4019999.9999999995,-0.21
03.10.2016,59.461,58.37,59.549,58.367,2860000.0,1.87
30.09.2016,58.367,58.35,58.9,58.271,2950000.0,0.03
29.09.2016,58.351,59.346,59.621,58.292,3300000.0,-1.69
28.09.2016,59.356,58.383,59.415,58.353,3330000.0,1.67
27.09.2016,58.382,58.066,58.49,57.411,3040000.0,0.56
26.09.2016,58.054,58.697,58.697,57.904,2170000.0,-1.1
23.09.2016,58.697,58.992,59.131,58.409,2900000.0,-0.5
22.09.2016,58.994,58.408,59.462,58.408,3470000.0,1.03
21.09.2016,58.394,57.736,58.575,57.326,4010000.0,1.14
20.09.2016,57.736,57.356,57.902,57.356,3090000.0,0.67
19.09.2016,57.35,57.083,58.025,57.083,2770000.0,0.47
16.09.2016,57.08,57.909,57.909,56.794,3830000.0,-1.43
15.09.2016,57.909,57.068,58.127,57.068,2900000.0,1.49
14.09.2016,57.059,56.812,57.342,56.694,3430000.0,0.42
13.09.2016,56.821,58.58,58.58,56.459,4510000.0,-3.01
12.09.2016,58.586,57.998,58.595,57.511,3640000.0,1.01
09.09.2016,58.0,60.22,60.22,57.961,4120000.0,-3.71
08.09.2016,60.232,60.129,60.31,59.743,3960000.0,0.17
06.09.2016,60.129,59.566,60.129,59.182,3250000.0,0.95
05.09.2016,59.566,59.616,59.986,59.402,1820000.0,-0.08
02.09.2016,59.616,58.241,59.655,58.241,3890000.0,2.37
01.09.2016,58.236,57.901,58.417,57.638,3800000.0,0.58
31.08.2016,57.901,58.58,58.91,57.506,4200000.0,-1.15
30.08.2016,58.575,58.61,58.882,58.293,2810000.0,-0.06
29.08.2016,58.61,57.717,58.957,57.642,2850000.0,1.55
26.08.2016,57.716,57.725,58.655,57.259,3720000.0,-0.01
25.08.2016,57.722,57.718,58.124,57.639,3070000.0,0.01
24.08.2016,57.718,58.019,58.332,57.456,3320000.0,-0.52
23.08.2016,58.02,57.781,58.596,57.781,3750000.0,0.41
22.08.2016,57.781,59.08,59.099,57.631,3230000.0,-2.23
19.08.2016,59.099,59.158,59.24,58.599,2740000.0,-0.11
18.08.2016,59.166,59.324,59.418,58.829,3720000.0,-0.27
17.08.2016,59.324,58.847,59.324,58.081,4310000.0,0.8
16.08.2016,58.855,59.144,59.187,58.589,3990000.0,-0.49
15.08.2016,59.146,58.316,59.324,58.316,3600000.0,1.45
12.08.2016,58.298,58.3,58.753,57.987,3930000.0,0.0
11.08.2016,58.3,56.925,58.308,56.923,4030000.0000000005,2.42
10.08.2016,56.92,57.69,57.953,56.735,3620000.0,-1.33
09.08.2016,57.689,57.637,58.095,57.615,3140000.0,0.09
08.08.2016,57.635,57.655,57.917,57.504,3250000.0,-0.05
05.08.2016,57.661,57.609,57.951,57.29,3460000.0,0.12
04.08.2016,57.594,57.076,58.03,57.076,4320000.0,0.91
03.08.2016,57.077,56.157,57.101,55.788,4179999.9999999995,1.63
02.08.2016,56.162,56.756,56.974,55.696,3980000.0,-1.05
01.08.2016,56.756,57.309,57.729,56.676,4210000.0,-0.96
29.07.2016,57.308,56.664,57.474,56.34,4550000.0,1.13
28.07.2016,56.667,56.853,56.853,55.993,3910000.0,-0.33
27.07.2016,56.853,56.788,57.38,56.788,3910000.0,0.12
26.07.2016,56.783,56.876,57.309,56.708,3460000.0,-0.16
25.07.2016,56.873,57.006,57.205,56.398,3220000.0,-0.23
22.07.2016,57.002,56.641,57.171,56.518,3000000.0,0.64
21.07.2016,56.641,56.578,56.906,56.233,3590000.0,0.11
20.07.2016,56.578,56.699,56.927,56.221,4000000.0,-0.21
19.07.2016,56.698,56.487,56.698,56.246,3910000.0,0.38
18.07.2016,56.484,55.573,56.509,55.355,4110000.0000000005,1.63
15.07.2016,55.578,55.482,55.649,55.233,3800000.0,0.17
14.07.2016,55.481,54.601,55.634,54.601,4540000.0,1.62
13.07.2016,54.598,54.256,54.647,53.733,4160000.0,0.63
12.07.2016,54.256,53.961,54.746,53.961,4000000.0,0.55
11.07.2016,53.96,53.143,54.021,53.143,3310000.0,1.54
08.07.2016,53.141,52.02,53.166,52.02,3090000.0,2.16
07.07.2016,52.015,51.902,52.719,51.888,3830000.0,0.22
06.07.2016,51.902,51.842,51.909,50.825,3380000.0,0.12
05.07.2016,51.842,52.565,52.565,51.51,3220000.0,-1.38
04.07.2016,52.569,52.241,52.918,52.241,2080000.0,0.64
01.07.2016,52.233,51.54,52.346,51.411,4240000.0,1.37
30.06.2016,51.527,51.001,51.619,50.585,4510000.0,1.03
29.06.2016,51.002,50.009,51.229,50.009,4090000.0,1.99
28.06.2016,50.007,49.252,50.301,49.252,3510000.0,1.55
27.06.2016,49.246,50.106,50.162,48.954,3330000.0,-1.71
24.06.2016,50.105,51.561,51.561,49.544,4270000.0,-2.82
23.06.2016,51.56,50.161,51.673,50.161,3260000.0,2.8
22.06.2016,50.156,50.835,51.239,50.06,3750000.0,-1.34
21.06.2016,50.838,50.326,50.87,49.678,3450000.0,1.01
20.06.2016,50.329,49.539,50.782,49.539,3590000.0,1.6
17.06.2016,49.534,49.409,50.191,49.405,4380000.0,0.25
16.06.2016,49.412,48.901,49.412,48.067,4010000.0,1.02
15.06.2016,48.915,48.649,49.415,48.324,5160000.0,0.55
14.06.2016,48.648,49.662,49.894,48.216,4010000.0,-2.04
13.06.2016,49.661,49.419,49.764,48.804,2710000.0,0.48
10.06.2016,49.422,51.117,51.117,49.421,3070000.0,-3.32
09.06.2016,51.118,51.633,51.633,50.832,3310000.0,-0.99
08.06.2016,51.629,50.49,51.812,50.49,4350000.0,2.26
07.06.2016,50.488,50.432,50.641,50.005,3050000.0,0.11
06.06.2016,50.432,50.627,50.924,50.097,3110000.0,-0.37
03.06.2016,50.619,49.888,50.634,49.888,3430000.0,1.47
02.06.2016,49.887,49.008,49.906,48.781,3630000.0,1.78
01.06.2016,49.013,48.468,49.057,48.2,3390000.0,1.12
31.05.2016,48.472,48.963,49.269,48.292,5800000.0,-1.0
30.05.2016,48.964,49.051,49.203,48.799,1210000.0,-0.18
27.05.2016,49.051,49.481,49.805,48.869,2800000.0,-0.87
25.05.2016,49.483,49.347,50.357,49.347,3580000.0,0.28
24.05.2016,49.345,49.33,50.002,49.153,3240000.0,0.03
23.05.2016,49.33,49.709,49.709,48.695,3520000.0,-0.79
20.05.2016,49.723,50.133,50.822,49.723,3360000.0,-0.82
19.05.2016,50.133,50.556,50.556,49.588,4030000.0000000005,-0.85
18.05.2016,50.562,50.836,51.373,50.301,4200000.0,-0.54
17.05.2016,50.839,51.795,51.946,50.689,3990000.0,-1.86
16.05.2016,51.803,51.803,52.305,51.585,3640000.0,0.0
13.05.2016,51.804,53.236,53.25,51.366,4450000.0,-2.7
12.05.2016,53.241,52.765,53.798,52.424,4770000.0,0.9
11.05.2016,52.764,53.072,53.976,52.736,4480000.0,-0.58
10.05.2016,53.071,50.994,53.071,50.994,4210000.0,4.08
09.05.2016,50.99,51.717,51.717,49.908,5090000.0,-1.41
06.05.2016,51.718,51.671,52.159,51.204,3400000.0,0.09
05.05.2016,51.671,52.569,53.071,51.311,3650000.0,-1.68
04.05.2016,52.553,52.253,52.672,51.931,4400000.0,0.56
03.05.2016,52.26,53.557,53.557,52.26,4010000.0,-2.43
02.05.2016,53.562,53.91,54.113,53.265,3390000.0,-0.65
29.04.2016,53.911,54.317,54.705,53.592,5050000.0,-0.74
